7.431482021659326920e-01,3.650552572043177513e-01,5.345451980491795485e-01,1.694899408448618527e-01
6.538774709871312263e-01,3.425072467075448990e-01,6.227404485591725436e-01,2.594751868996552635e-01
6.905251239789963469e-01,3.214513508178086787e-01,6.071858848780830042e-01,2.262065061310505332e-01
7.149140499059414289e-01,3.020763591151865435e-01,5.940835062598668337e-01,2.114534513806305693e-01
6.927679615927916368e-01,3.188931886696977358e-01,6.157937436380370722e-01,1.979337033122262057e-01
6.861902181544977664e-01,3.167031776097681828e-01,6.122928100455518052e-01,2.322489969138300248e-01
7.095370785652946877e-01,2.800804257494584615e-01,6.161769366488085709e-01,1.960562980246209064e-01
6.705411755923673667e-01,3.421128446899833198e-01,6.158031204419699423e-01,2.326367343891886375e-01
7.136655737001574851e-01,2.835109813329392825e-01,6.159031663439714643e-01,1.759723332411347319e-01
7.141412519867053055e-01,2.664706164129497235e-01,6.182118300780433673e-01,1.918588438173237931e-01
6.919878753680462902e-01,3.459939376840231451e-01,5.862675055201502783e-01,2.402735678361271887e-01
7.156264473321344299e-01,3.523084048404354074e-01,5.614915202144439288e-01,2.201927530252721366e-01
7.157654644679906086e-01,3.019635553224335189e-01,5.927432752625546586e-01,2.124928722639346790e-01
7.171814811987382576e-01,3.164035946465021398e-01,5.800732568519206822e-01,2.214825162525515256e-01
6.925517954428570544e-01,3.037507874749372783e-01,6.075015749498745565e-01,2.430006299799498393e-01
6.776792358909037306e-01,3.271554931887121209e-01,5.958903625937256310e-01,2.804189941617532544e-01
6.958988736692162114e-01,3.479494368346081057e-01,5.762912547573195710e-01,2.500886577248745413e-01
7.061047398973130385e-01,3.258944953372213682e-01,5.974732414515725454e-01,1.955366972023328265e-01
6.929909911756716445e-01,3.419955540866950749e-01,6.029921611528571423e-01,1.979974260501919103e-01
7.060061789207179306e-01,2.383916967784242280e-01,6.326548876042796810e-01,2.108849625347598844e-01
7.271258479968130128e-01,2.666128109321647677e-01,6.059382066640107700e-01,1.817814619992032532e-01
7.055893432004944898e-01,3.272298403248670162e-01,5.828781530786694143e-01,2.351964477334981263e-01
6.830792286072525643e-01,3.415396143036262822e-01,5.976943250313460076e-01,2.439568673597330706e-01
7.148654283077015004e-01,2.599510648391641365e-01,6.220257622937143127e-01,1.856793320279744031e-01
7.312246430799820285e-01,3.133819898914209090e-01,5.687302779510972073e-01,2.089213265942805875e-01
6.959560108929094824e-01,3.427843038726270386e-01,5.920819794163557637e-01,2.181354661007626761e-01
7.152945332140833168e-01,3.179086814284814988e-01,5.960787776784027825e-01,1.788236333035208292e-01
7.278519543665409319e-01,3.287073342300507184e-01,5.634982872515155172e-01,2.113118577193183190e-01
7.117121386170341957e-01,3.500223632542791563e-01,5.717031933153225998e-01,2.100134179525675049e-01
6.959400158179216422e-01,3.044737569203406768e-01,6.089475138406813537e-01,2.283553176902555493e-01
7.308985536964403007e-01,3.045410640401834401e-01,5.887793904776880138e-01,1.624219008214311810e-01
7.276615932660223107e-01,2.753314136682246116e-01,5.998291512057750685e-01,1.868320307034381234e-01
7.157899883667152574e-01,3.443040450371541716e-01,5.798804969046807978e-01,1.812126552827127146e-01
6.941774650196997909e-01,3.037026409461186516e-01,6.074052818922373032e-01,2.386235036005218135e-01
7.236600467806032499e-01,3.216266874580459012e-01,5.858200378700121336e-01,1.723000111382388677e-01
6.938541359029942734e-01,2.957411071061943342e-01,6.369808460748800361e-01,1.592452115187200090e-01
7.315439854044734069e-01,2.850171371705740309e-01,5.795348455801672127e-01,2.185131384974400848e-01
6.701748440536646756e-01,3.616816618702317077e-01,5.957109724921463290e-01,2.553047024966341727e-01
6.980479904039342820e-01,3.381169953519057025e-01,5.998849917533810583e-01,1.963259973011065307e-01
7.106690545187015484e-01,3.553345272593507742e-01,5.685352436149612165e-01,2.132007163556104423e-01
7.241525806193215287e-01,3.253439130318691030e-01,5.667281065716429644e-01,2.203942636667500510e-01
6.999703739013986015e-01,3.238668894170650403e-01,5.850498647534077001e-01,2.507356563228890223e-01
7.333788617780354624e-01,3.294890538423057569e-01,5.420626369663739119e-01,2.444596205926784505e-01
6.905251239789963469e-01,3.214513508178086787e-01,6.071858848780830042e-01,2.262065061310505332e-01
6.919350210150537750e-01,3.256164804776723876e-01,6.003553858807084698e-01,2.340368453433269991e-01
6.891487078995804927e-01,3.394314531445695171e-01,5.862906917951655750e-01,2.571450402610375163e-01
7.215572478888829799e-01,3.230853348756192456e-01,5.600145804510733294e-01,2.476987567379747290e-01
7.296535932873784436e-01,2.895450767013406645e-01,5.790901534026813291e-01,2.200542582930188895e-01
7.165389871201643945e-01,3.307103017477682205e-01,5.732311896961315156e-01,2.204735344985121470e-01
6.746707198515325965e-01,3.699807173379372482e-01,5.876164334190768779e-01,2.502810734933104686e-01
6.902591585738451219e-01,3.509792331731415582e-01,5.966646963943406101e-01,2.105875399038849571e-01
